,,,Total:,421,163,161,51,204,62,45,130,112,105,139,38,653,368,299,216
,Post ID,Quote,Text,Stereotype,Second-Class Citizen,Objectification,Criminal Status,Abnormality,Alien in Own Land,Myth of Meritocracy,Denial of Lived Exp.,Monolith,Erasure,Ownership,Overt Aggression,attributive,institutionalized,teaming,othering
,168667240562,"I'm probably such a racist, but a black man dressed as Santa is just wrong.",(via microaggressions),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,164870047110,"Teacher:: what do they look like? (referring to a picture of Middle Eastern women in hijabs) Student:: Terrorists. Teacher:: I was looking for ""religious, traditional, or worried."" But yes, that too. Good, Tyler!",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,164858087247,"Yeah, but you're not that kind of Native.","This has happened more than once.  A person complains about the lazy ""Natives"" downtown, suggesting they are all a bunch of 'huffers' exploiting the system.  I respond by pointing out that I'm Metis (I have pale skin).",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
,164834173567,,"I patiently waited after class to ask my professor a question. He then began making sexual comments such as that I made him aware of his age because he could never get with me because I was out of his league. I felt uncomfortable so I left, with my question unanswered. I could not believe that my college professor prioritized his inappropriate comment over my question and ultimately the quality of my education, as I am no longer comfortable going to him for questions.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
,164821946327,CAN YOU HEAR ME?,"The ""joking"" reaction of various friends, coworkers and bosses when I tell them that I'm hearing-impaired and used to have to wear aids. They then tell me ""it's not like it's a big deal or anything, it's not like you're actually deaf"". Makes me feel like my problems don't matter.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
,164797618881,,"It angers me when people measure my race by the way I talk, dress, and carry myself. It's as if black women can't possibly be educated and come from a family with both parents. What sucks the most is that my close friends still say comments like ""you're not really black,"" or ""but they're the other kind of black girls."" Can someone please tell me what other black there is?",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
,164785208123,All immigrants should go back to their own countries!,"My white American gay classmate to another fellow classmate, who was an immigrant from Poland. It made me, another immigrant, feel shocked because he himself was ridiculed all the time, and I did not expect him to stoop down to the level of his prejudiced, homophobic peers. It made me feel worried, marginalized, unwelcome, nauseous and rejected.",0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
,164760128313,Whenever black people come to the beach I start saying 'It got so dark over here' and they never know what I'm talking about because they're dumb.,"A prejudiced girl in front of me in line, on the way to our high school graduation ceremony.  Three years later she is with a non-white person and they have a baby. It made me feel sick, sad, and worried for her boyfriend and their baby girl.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,164747469061,,"A meme blog posted a meme saying ""If deaf people can't talk, how do they think?"" My sister is deaf. She told one of the moderators about why this was offensive and they took it down, but I read through the notes and was just saddened about how people were like ""I always wondered that."" It makes me very upset.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,164721945947,I think black girls with short hair are ugly.,My ex after I told him that I was going to cut my hair to go natural.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
,164709239805,,"It Girl, a game on Facebook, requires that the players get a virtual boyfriend to get certain bonuses. They don't realize that some girls don't fit into this heteronormative mold.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
,164683064587,"She's SO Bipolar, haha!","Comments I usually hear regarding women who seem to have rapid mood changes. (usually made about women, but it's been made about men, too)1. Can't people have legit reasons for being happy one minute and being angry the next?2. Totally misses the fact that Bipolar people actually have a medical condition.Makes me feel like I've got a fake illness. I've had Bipolar I for over 10 years. It's not something to pretend to have, joke about, or think is funny. Honestly it's a pain in the butt.-white, Muslim, 25ish trans-man with Bipolar I",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,164669364741,"Old woman:: ""Schools shouldn't offer free lunches to kids, since that means their parents just take advantage, and don't bother trying to find jobs to support their kids."" Me:: ""So you think we should allow kids to starve?!"" Woman's husband:: ""You see [myname], if you give them handouts, these people don't work. When I got out of high school, if you wanted to eat, you had to find a job. Nobody has any work ethic anymore."" At a party. Made me feel like I was talking to a compassion-less brick wall.",,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,164645065555,You've been married for two weeks! When are you changing your facebook name to Mrs. [Husband's name]?? People are going to think you're a feminist.,"My best friend in a public facebook post. I'm not going to change my name, and my husband encouraged me in that decision. And by the way, I am a feminist. Made me feel unimportant, and not my own person.",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
,164631768821,"At the office. Three Jamaican men with dreadlocks are in a meeting in a conference room. The ""comedian"" white coworker walks by and sticks his head in:: COMEDIAN:: What are you guys, some kind of a club? ATTENDEE:: Yeah, that's it, we're a club. (everyone else rolls their eyes)",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,164607027301,You don't _seem_ gay.,"A white classmate when I came out as queer. I'm a queer Asian-American cis woman who ""passes"" as ""not-gay"" apparently.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,164594399887,"Don't shoot officers, I'm white!",My high school's homecoming jester's Instagram profile header.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,164569210056,You're too pretty to be gay.,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,164556789002,If I can't do the accent how can I say it the way they did? So white people can't do accents now? That's so not fair!,"My white boyfriend, after I told him I would really like it if he didn't try to imitate my parents' East African accents when quoting them, because it makes me uncomfortable and they are very conscious of their accent (it being the sole reason why they didn't each my siblings and I our home language).",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,164531625143,"You people make a lot of those, don't you?","My company's CEO, after hearing me mention my family's continued our longstanding tradition of making tamales for the holidays.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,164518986953,,"My friend and I are standing in like at the supermarket and a young white female who's telling her boyfriend a story pauses when she sees my friend, who so happens to be black. She then continues her story to her boyfriend with ""not to be racist, but she was black."" Had my friend not been there I'm assuming she wouldn't have started her sentence with ""not to be racist, but...""",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
,164493811352,,"n a high school film class, we watched a student made film with problematic portrayals of disabled people and suicides (including in the credits naming a character who commits suicide ""shooter mcgee"") as well as using the word ""faggot"" lightly and repeatedly. I pointed out what was wrong about the film. She asked the class for counter arguments to what I was saying. Then when I suggested they could have asked these communities for advice, she talked about how political correctness is censorship.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
,164481011848,,The teacher of my economics class (a middle aged white man) frequently looks at me and the only other girl in my eight person class when he asks if everyone understands. The funny thing is that it's two of the boys who never understand whilst me and my friend understand it all.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,164455002055,,"My boyfriend who is a disabled veteran at 26 years old was walking (with his cane) to class when he slipped and fell. A group of people walked by and laughed at him yelling ""watch out gimpy!"".",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,164447261132,You're pretty for a black girl.,This is what white women keep telling me.  Why do they think this is a compliment?  I have no idea how to respond each time.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,164446815907,,"Last week when getting of the city bus to go to work, a random older man starting yelling ""F****** n*****!"" repeatedly as we both got off. I was shocked. Two people stood at the corner just watching. (Editors' note: racial slurs are not really microaggressions, but harassment in everyday places and apathetic bystanders are definitely part and parcel of microaggressions and their contexts).",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,164446545737,,"since this blog is about microaggressions, i just wanted to point out one thing. 3 months ago, when you commented ""A friend when she saw my one year old son wearing leggings under his jeans in the winter"", i felt slightly uncomfortable because of the gendering of someone so young. i'm trans, and i can never watch videos from when i was young, because there's so much cis-as-default misgendering of me before i could even speak properly, stuff like that feels really awful, sorry.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
,164446245667,,"When my group of white friends,whenever they discuss getting a job, ""jokingly"" bring up claims to mixed ancestry to try and improve their chances of hire.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
